ID,Set Number,Card Name,Rarity,Artist,TCG Normal,TCG Holo,TCG Reverse,Normal Price($),Reverse Holo Price ($),Updated At (YYYY/MM/DD)
ex10-68,68,Poliwhirl,Common,Miki Tanaka,0.42,0.0,10.12,0.37,0.0,2023/09/14
ex10-69,69,Porygon,Common,Kagemaru Himeno,0.57,0.0,8.36,0.21,10.0,2023/09/14
ex10-70,70,Pupitar,Common,Aya Kusube,0.24,0.0,6.63,0.2,0.0,2023/09/14
ex10-71,71,Remoraid,Common,Sachiko Adachi,0.47,0.0,6.01,0.15,0.0,2023/09/14
ex10-72,72,Slowpoke,Common,Midori Harada,0.53,0.0,11.02,0.11,3.11,2023/09/14
ex10-73,73,Slugma,Common,Tomokazu Komiya,0.42,0.0,6.67,0.31,3.13,2023/09/14
ex10-74,74,Snubbull,Common,Midori Harada,0.24,0.0,4.14,0.54,3.79,2023/09/14
ex10-75,75,Spinarak,Common,Sachiko Adachi,0.38,0.0,5.85,0.22,0.69,2023/09/14
ex10-76,76,Sunkern,Common,Sumiyoshi Kizuki,0.45,0.0,2.56,0.25,6.5,2023/09/14
ex10-77,77,Teddiursa,Common,Naoyo Kimura,0.47,0.0,10.29,0.3,0.0,2023/09/14
ex10-78,78,Totodile,Common,Masakazu Fukuda,0.55,0.0,7.99,0.41,6.01,2023/09/14
ex10-79,79,Wooper,Common,Kagemaru Himeno,0.29,0.0,8.14,0.36,4.95,2023/09/14
ex10-80,80,Curse Powder,Uncommon,Ryo Ueda,0.66,0.0,1.57,0.42,0.0,2023/09/14
ex10-81,81,Energy Recycle System,Uncommon,Zu-Ka,0.75,0.0,2.45,0.57,0.0,2023/09/14
ex10-82,82,Energy Removal 2,Uncommon,Keiji Kinebuchi,0.35,0.0,2.5,0.49,0.0,2023/09/14
ex10-83,83,Energy Root,Uncommon,Ryo Ueda,0.96,0.0,7.48,0.21,1.99,2023/09/14
ex10-84,84,Energy Switch,Uncommon,Ken Ikuji,0.52,0.0,2.32,0.51,1.45,2023/09/14
ex10-85,85,Fluffy Berry,Uncommon,Ryo Ueda,0.72,0.0,4.74,0.18,0.3,2023/09/14
ex10-86,86,Mary's Request,Uncommon,Ken Sugimori,2.07,0.0,14.14,0.92,2.48,2023/09/14
ex10-87,87,Poké Ball,Uncommon,Shin-ichi Yoshikawa,0.54,0.0,5.43,0.66,4.5,2023/09/14
ex10-88,88,Pokémon Reversal,Uncommon,Hiromichi Sugiyama,0.71,0.0,5.07,1.77,2.0,2023/09/14
ex10-89,89,Professor Elm's Training Method,Uncommon,Ken Sugimori,0.73,0.0,7.47,0.4,3.0,2023/09/14
ex10-90,90,Protective Orb,Uncommon,Ryo Ueda,0.49,0.0,1.9,0.18,0.0,2023/09/14
ex10-91,91,Sitrus Berry,Uncommon,Ryo Ueda,0.53,0.0,2.71,0.5,0.0,2023/09/14
ex10-92,92,Solid Rage,Uncommon,Ryo Ueda,0.71,0.0,4.82,0.81,0.0,2023/09/14
ex10-93,93,Warp Point,Uncommon,Keiji Kinebuchi,0.66,0.0,7.15,0.37,0.0,2023/09/14
